Title,CiteScore
Catalan Historical Review,0.09
Exemplaria Classica,0.09
Revista Espanola de Drogodependencias,0.09
Lithuanian Foreign Policy Review,0.09
Ben Jonson Journal,0.09
Journal of Osseointegration,0.09
Studia Canonica,0.09
Historia da Educacao,0.09
Salute e Societa,0.09
Kepes,0.09
International Journal of Humanities Education,0.09
Araucaria,0.09
International Journal of Interdisciplinary Environmental Studies,0.09
Change Management,0.09
Perspectives of New Music,0.09
Scripta Classica Israelica,0.09
International Journal of Learner Diversity and Identities,0.09
Revista de Estudios Internacionales Mediterraneos,0.09
"Community, Environment and Disaster Risk Management",0.09
Rijksmuseum Bulletin,0.09
Anuario Colombiano de Historia Social y de la Cultura,0.09
Journal of the Indian Mathematical Society,0.09
International Journal of Interdisciplinary Educational Studies,0.09
International Journal of Design Management and Professional Practice,0.09
International Journal of Euro-Mediterranean Studies,0.09
Hematologia,0.09
American Periodicals,0.09
"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Kanonistische Abteilung",0.09
Discourse and Interaction,0.09
Media Watch,0.09
Medievales,0.09
Recent Advances in Electrical and Electronic Engineering,0.09
Yearbook of International Humanitarian Law,0.09
Journal of Early American History,0.09
"Poe Studies: History, Theory, Interpretation",0.09
Koers,0.09
Stratum Plus,0.09
Journal of Psychological Issues in Organizational Culture,0.09
Revista de Investigaciones Agropecuarias,0.09
Scrutiny2,0.09
Genetics in the Third Millennium,0.09
Current Writing,0.09
Oriens,0.09
Journal of Muslims in Europe,0.09
Revista Derecho del Estado,0.09
Geoacta (Argentina),0.09
Byzantion Nea Hellas,0.09
Fieldwork in Religion,0.09
Infant,0.09
Online Journal Modelling the New Europe,0.09
Wenshan Review of Literature and Culture,0.09
Brill's Companions to European History,0.09
"Environmental Research, Engineering and Management",0.09
Boletin Americanista,0.09
Novosibirsk State Pedagogical University Bulletin,0.09
Vestnik Drevnei Istorii,0.09
Existenzanalyse,0.09
Millennial Asia,0.09
"Pediatric Traumatology, Orthopaedics and Reconstructive Surgery",0.09
REACH,0.09
Indian Journal of Medical Specialities,0.09
Revista Brasileira de Medicina Veterinaria,0.09
"Vestnik - Sankt-Petersburgskogo Universiteta, Seriya Geologiya i Geografiya",0.08
Wutan Huatan Jisuan Jishu,0.08
Studia Pneumologica et Phthiseologica,0.08
Corrosion and Protection,0.08
Journal of the Massachusetts Dental Society,0.08
Journal of the New Jersey Dental Association,0.08
Social Sciences in China,0.08
Bulletin de L'Association de Geographes Francais,0.08
Bulletin of the International Institute of Seismology and Earthquake Engineering,0.08
Gazi Medical Journal,0.08
Journal of Taxation,0.08
Cancer Forum,0.08
Antarctic Record,0.08
Humans and Nature,0.08
Journal of Chinese Medicine,0.08
Forum der Psychoanalyse,0.08
Reinforced Plastics,0.08
Moscow University Mechanics Bulletin,0.08
Oftalmologicheskii Zhurnal,0.08
Revue Francaise de Psychanalyse,0.08
Histoire Sociale,0.08
Pediatria Integral,0.08
Gaojishu Tongxin/High Technology Letters,0.08
Melliand International,0.08
Nowotwory,0.08
Terrae Incognitae,0.08
Minnesota Medicine,0.08
Aktuelle Rheumatologie,0.08
Psychoterapia,0.08
Journal of Beijing Institute of Technology (English Edition),0.08
Chinese Journal of Microbiology and Immunology,0.08
Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V,0.08
Khirurgiya,0.08
Neurosurgery Quarterly,0.08
Indian Drugs,0.08
Erciyes Tip Dergisi,0.08
Stomatologiya,0.08
Dental Cadmos,0.08
Membrane Technology,0.08
ABB Review,0.08
"CFI, Ceramic Forum International/Berichte der DKG (Deutsche Keramische Gesellschaft)",0.08
Studies in East European Thought,0.08
Sound and Vibration,0.08
Wasser und Abfall,0.08
Angiologia,0.08
Acta Medica Croatica,0.08
Practising Midwife,0.08
Physics World,0.08
Vesalius : acta internationales historiae medicinae,0.08
Archives of the Balkan Medical Union,0.08
Cirugia Plastica Ibero-Latinoamericana,0.08
"Memoirs of the Faculty of Engineering, Kyushu University",0.08
Folia Pharmacologica Japonica,0.08
Rengong Jingti Xuebao/Journal of Synthetic Crystals,0.08
Japanese Journal of Allergology,0.08
Lege Artis Medicinae,0.08
Zeitschrift fur Bibliothekswesen und Bibliographie,0.08
Hearing Journal,0.08
Journal of Jilin University Medicine Edition,0.08
Journal de Pediatrie et de Puericulture,0.08
Electronics World,0.08
Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology,0.08
Prace i Studia Geograficzne,0.08
Paediatria Croatica,0.08
Journal of Planning and Environment Law,0.08
Academe,0.08
Fabad Journal of Pharmaceutical Sciences,0.08
International Conference on Digital Printing Technologies,0.08
"European Space Agency, (Special Publication) ESA SP",0.08
Cattle Practice,0.08
Community practitioner : the journal of the Community Practitioners' & Health Visitors' Association,0.08
Gynakologische Endokrinologie,0.08
European Journal of General Medicine,0.08
Salus,0.08
Laeknabladid,0.08
Revue Forestiere Francaise,0.08
Boissiera,0.08
Muslim World Journal of Human Rights,0.08
Journal of Archival Organization,0.08
New Mexico Historical Review,0.08
Psychiatric Times,0.08
Journal for Vascular Ultrasound,0.08
Ius et Praxis,0.08
Zeitschrift fur Papyrologie und Epigraphik,0.08
Amerasia Journal,0.08
Filologija,0.08
Third Text,0.08
Revue Internationale de Politique Comparee,0.08
MLN - Modern Language Notes,0.08
Cuadernos del Cendes,0.08
Emakeele Seltsi Aastaraamat,0.08
Revista Complutense de Historia de America,0.08
Travail et Emploi,0.08
Revista de Filologia Espanola,0.08
American Nineteenth Century History,0.08
Revista de Economia Institucional,0.08
Linguistica Espanola Actual,0.08
SWS - Rundschau,0.08
Revista Chilena de Literatura,0.08
Japanese Magazine of Mineralogical and Petrological Sciences,0.08
Nursing standard (Royal College of Nursing (Great Britain) : 1987),0.08
Professional Papermaking,0.08
Revista Interamericana de psicologia/Interamerican Journal of Psychology,0.08
Information Bulletin on Variable Stars,0.08
Romantisme,0.08
Architektura a Urbanizmus,0.08
Privredna Kretanja i Ekonomska Politika,0.08
Australian Journal of French Studies,0.08
Yeni Symposium,0.08
Sixteenth Century Journal,0.08
Archivo Espanol de Arte,0.08
Studies in Romanticism,0.08
Primerjalna Knjizevnost,0.08
Tulsa Studies in Womens Literature,0.08
Japanese Journal of Religious Studies,0.08
Museum Helveticum,0.08
Zeitschrift der Deutschen Morgenlandischen Gesellschaft,0.08
Revue Numismatique,0.08
Studi e Problemi di Critica Testuale,0.08
English Studies in Africa,0.08
Construction History,0.08
Mission Studies,0.08
Wiener Studien,0.08
Zeitschrift fur Philosophische Forschung,0.08
New England Quarterly-A Historical Review of New England Life and Letters,0.08
Dickens Quarterly,0.08
Tijdschrift voor Filosofie,0.08
Seminar - A Journal of Germanic Studies,0.08
Antiquite Tardive,0.08
Oud Holland,0.08
Ons Geestelijk Erf,0.08
Antike und Abendland,0.08
Bronte Studies,0.08
Journal of Conflict Archaeology,0.08
Cement International,0.08
Cliniques Mediterraneennes,0.08
Imaginaire et Inconscient,0.08
Acta Botanica Venezuelica,0.08
Staps,0.08
Logos (Netherlands),0.08
Homme et la Societe,0.08
Listy Filologicke,0.08
Sur - International Journal of Human Rights,0.08
Archaeologiai Ertesito,0.08
Journal of Science Education,0.08
Vingtieme Siecle: Revue d'Histoire,0.08
Turkish Journal of Endocrinology and Metabolism,0.08
Actualizaciones en Osteologia,0.08
Medical radiology,0.08
"Secuencia (Mexico City, Mexico)",0.08
Graziadio Business Report,0.08
Clinical Psychology Forum,0.08
Melanges de la Casa de Velazquez,0.08
"Clio: Histoire, Femmes et Societes",0.08
International Journal of Clinical Dentistry,0.08
O Mundo da Saude,0.08
Revista Mexicana de Cardiologia,0.08
Turk Dermatoloji Dergisi,0.08
Rawal Medical Journal,0.08
Open Dermatology Journal,0.08
Regulatory Rapporteur,0.08
Pravara Medical Review,0.08
Open Hypertension Journal,0.08
"Journal of Orthopaedics, Trauma and Rehabilitation",0.08
Reti Medievali Rivista,0.08
Agricultural Commodities,0.08
Informacios Tarsadalom,0.08
Scopus,0.08
College Mathematics Journal,0.08
Forum of Clinical Oncology,0.08
"Studia Historica, Historia Medieval",0.08
Pragmalinguistica,0.08
TAL Traitement Automatique des Langues,0.08
Atiqot,0.08
Dialogue,0.08
Quaderns,0.08
Stadsgeschiedenis,0.08
Egyptian Journal of Histology,0.08
Film International,0.08
Al-Shajarah,0.08
Filosofia Politica,0.08
Panacea,0.08
Diasporas,0.08
ATA Journal of Legal Tax Research,0.08
Journal of Chinese Institute of Food Science and Technology,0.08
Cristianesimo nella Storia,0.08
"International Journal of Civic, Political, and Community Studies",0.08
Studia Universitatis Babes-Bolyai Sociologia,0.08
Revista Electronica de Veterinaria,0.08
Journal of Chinese Cinemas,0.08
Knowledge Management,0.08
International Journal of Interdisciplinary Global Studies,0.08
International Journal of Interdisciplinary Social and Community Studies,0.08
Arctos,0.08
NTU Management Review,0.08
Acta Onomastica,0.08
Antichthon,0.08
Toronto Journal of Theology,0.08
Open Access Journal of Medicinal and Aromatic Plants,0.08
Revista Austral de Ciencias Sociales,0.08
Ler Historia,0.08
Reformation and Renaissance Review,0.08
Religions of South Asia,0.08
Casopis za Suvremenu Povijest,0.08
International Journal of Business and Systems Research,0.08
Revista Argentina de Radiologia,0.08
SpringerBriefs in Applied Sciences and Technology,0.08
"Modeling, Simulation and Applications",0.08
Transformation,0.08
Journal of Krishna Institute of Medical Sciences University,0.08
"Gender, Rovne Prilezitosti, Vyzkum",0.08
Biblios,0.08
Pediatric Oncology,0.08
Voprosy Kognitivnoy Lingvistiki,0.08
Orphan Drugs: Research and Reviews,0.08
Roczniki Psychologiczne,0.08
Law and Economics Yearly Review,0.08
Cultura de los Cuidados,0.08
Ancient Judaism and Early Christianity,0.08
Metode,0.08
Transcultural Studies,0.08
Medical Science Technology,0.08
Queensland Review,0.08
Visual Ethnography,0.08
Philosophical Readings,0.08
Music Scholarship,0.08
Ural'skij Istoriceskij Vestnik,0.08
Narodopisna Revue,0.08
Gastrointestinal Intervention,0.08
Journal of Translational Medicine and Research,0.08
Russian Journal of Communication,0.08
Ornamental Horticulture,0.08
International Journal of Religion and Spirituality in Society,0.08
Dialogo Andino,0.08
Trashumante,0.08
International Journal of Engineering and Technology(UAE),0.08
Corpoica Ciencia y Tecnologia Agropecuaria,0.08
Landscape Architecture and Art,0.08
Romanian Journal of Neurology/ Revista Romana de Neurologie,0.08
Series on Biomechanics,0.08
Journal of Perinatal Education,0.08
Swiss Bulletin for Applied Geology,0.08
Sankhya B,0.08
Cardiology Research,0.08
Concentric: Studies in Linguistics,0.08
Paper Asia,0.07
Chung Cheng Ling Hsueh Pao/Journal of Chung Cheng Institute of Technology,0.07
Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation,0.07
Asian Journal of Ophthalmology,0.07
Dentistry Today,0.07
Acta Hepatologica Japonica,0.07
Diabetologie Metabolismus Endokrinologie Vyziva,0.07
Medicina Interna de Mexico,0.07
Espace-Populations-Societes,0.07
Light Metal Age,0.07
Annales Academiae Medicae Gedanensis,0.07
Progresos en Obstetricia y Ginecologia,0.07
Revista de Obstetricia y Ginecologia de Venezuela,0.07
Zhuzao/Foundry,0.07
Nippon Hoshasen Gijutsu Gakkai zasshi,0.07
Japanese Journal of Cancer and Chemotherapy,0.07
Hirosaki Medical Journal,0.07
Library and Information Science,0.07
Journal of healthcare protection management : publication of the International Association for Hospital Security,0.07
Journal of the Indian Medical Association,0.07
Hong Kong Journal of Paediatrics,0.07
Journal of Third World Studies,0.07
NCSL legisbrief,0.07
"Journal fur Neurologie, Neurochirurgie und Psychiatrie",0.07
Mouvement Social,0.07
The Pharos of Alpha Omega Alpha-Honor Medical Society. Alpha Omega Alpha,0.07
"Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury",0.07
East African Medical Journal,0.07
Eastern Journal of Medicine,0.07
Journal of Histotechnology,0.07
Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers,0.07
Russian Literature,0.07
Studies in ancient medicine,0.07
"Asian Journal of Microbiology, Biotechnology and Environmental Sciences",0.07
Drug and Therapeutics Bulletin,0.07
Betriebswirtschaftliche Forschung und Praxis,0.07
"Zhonghua yi shi za zhi (Beijing, China : 1980)",0.07
Japanese Journal of Thoracic Surgery,0.07
Revista Cubana de Farmacia,0.07
Giornale Italiano di Farmacia Clinica,0.07
Annals of Biology,0.07
JK Practitioner,0.07
Japanese Pharmacology and Therapeutics,0.07
Aktuelle Dermatologie,0.07
Journal of New England Water Environment Association,0.07
Revue d'Intelligence Artificielle,0.07
Magyar Sebeszet,0.07
Medicine Today,0.07
Schweizer Archiv fur Neurologie und Psychiatrie,0.07
Nephrology news & issues,0.07
Gazzetta Medica Italiana Archivio per le Scienze Mediche,0.07
Acta Ethnographica Hungarica,0.07
International journal of orthodontics,0.07
GIM International,0.07
Turkish Journal of Immunology,0.07
New Medicine,0.07
Coal Age,0.07
Quality Progress,0.07
Economic Outlook,0.07
Zdravstveni Vestnik,0.07
Journal International de Bioethique,0.07
Journal of Rural Development,0.07
Manuelle Medizin,0.07
Tidsskrift for den Norske Laegeforening,0.07
"Annales - Universitatis Mariae Curie-Sklodowska, Sectio B",0.07
Proceedings of the IEEE/CPMT International Electronics Manufacturing Technology (IEMT) Symposium,0.07
Chinese Journal of Evidence-Based Medicine,0.07
Rendiconti del Seminario Matematico,0.07
Standort,0.07
Transition Studies Review,0.07
Electronic Device Failure Analysis,0.07
Acta Angiologica,0.07
RA'E GA - O Espaco Geografico em Analise,0.07
Scandinavian Psychoanalytic Review,0.07
IAVI report : newsletter on international AIDS vaccine research,0.07
Acta Anatomica Sinica,0.07
Advances in Financial Economics,0.07
Slavic and East European Information Resources,0.07
Current Women's Health Reviews,0.07
NII Technical Reports,0.07
Biochemist,0.07
Revista de Estudios Historico-Juridicos,0.07
Pediatria i Medycyna Rodzinna,0.07
Earth Sciences History,0.07
Sociologia e Ricerca Sociale,0.07
Boletin Mexicano de Derecho Comparado,0.07
Journal of Musicological Research,0.07
Theology,0.07
Revista de Antropologia,0.07
"ZFF, Zeitschrift fur Fremdsprachenforschung",0.07
Rhetorica,0.07
Sculpture Journal,0.07
Burlington Magazine,0.07
Muveszettorteneti Ertesito,0.07
Information Design Journal,0.07
Revista Veterinaria,0.07
Revista Brasileira de Gestao e Desenvolvimento Regional,0.07
Psycho-Oncologie,0.07
Commonwealth Law Bulletin,0.07
Mass Communication Research,0.07
Milli Folklor,0.07
Journal of Literary Studies,0.07
Malta Medical Journal,0.07
Historiallinen aikakauskirja,0.07
Agora,0.07
Bulletin of Hispanic Studies,0.07
Andamios: Revista de Investigacion Social,0.07
Historische Zeitschrift,0.07
Annales Historiques de la Revolution Francaise,0.07
Hygiea Internationalis,0.07
"Journal of Emergency Medicine, Trauma and Acute Care",0.07
Journal of Egyptian Archaeology,0.07
Zeitschrift fur Anglistik und Amerikanistik,0.07
Glotta - Zeitschrift fur Griechische und Lateinische Sprache,0.07
English Language Notes,0.07
Twentieth Century Literature,0.07
Contemporary Chinese Thought,0.07
Chronique d'Egypte,0.07
Journal for the Study of the Pseudepigrapha,0.07
Studi Etruschi,0.07
Boletin de la Real Academia Espanola,0.07
Medievalia et Humanistica,0.07
Contemporary French and Francophone Studies,0.07
French Studies Bulletin,0.07
Prooftexts - Journal of Jewish Literature History,0.07
Zeitschrift fur Kirchengeschichte,0.07
Revue d'Histoire Ecclesiastique,0.07
Mitteilungen zur Christlichen Archaologie,0.07
Poetry,0.07
Mitteilungen des Kunsthistorischen Institutes in Florenz,0.07
Journal Africain d'Hepato-Gastroenterologie,0.07
Journal of Applied Statistical Science,0.07
Histoire Urbaine,0.07
Enfances et Psy,0.07
Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,0.07
Revista 180,0.07
Praxis,0.07
Studia Theologica,0.07
Feministische Studien,0.07
Revista Medica de Homeopatia,0.07
Icon,0.07
"Ikala, revista de lenguaje y cultura",0.07
Mezinarodni vztahy,0.07
SA Pharmaceutical Journal,0.07
Klinicka Farmakologie a Farmacie,0.07
Retina-Vitreus,0.07
Journal of International Pharmaceutical Research,0.07
Intervencni a Akutni Kardiologie,0.07
Historia Unisinos,0.07
Ideas y Valores,0.07
Journal des Anti-Infectieux,0.07
Journal of Technology,0.07
Plant Archives,0.07
Clinical Pharmacist,0.07
SATS,0.07
Current Gynecologic Oncology,0.07
Journal of Punjab Academy of Forensic Medicine and Toxicology,0.07
International Journal of the Book,0.07
CTBUH Journal,0.07
Norsk Antropologisk Tidsskrift,0.07
Rivista di Cultura Classica e Medioevale,0.07
Iranian Journal of Dermatology,0.07
Crkva u Svijetu,0.07
Franciscan Studies,0.07
Lino,0.07
Daimon,0.07
Nursing Critical Care,0.07
CEU Political Science Journal,0.07
Lusitania Sacra,0.07
Siglo Cero,0.07
Jezyk Polski,0.07
Studies in Regional Science,0.07
American Book Review,0.07
Journal of Medicine (Bangladesh),0.07
Synergies Espagne,0.07
Revista da Abordagem Gestaltica,0.07
Cuadernos de Vivienda y Urbanismo,0.07
Dacoromania,0.07
Leviathan,0.07
Graeco-Latina Brunensia,0.07
Chiropractic Journal of Australia,0.07
Synergies Italie,0.07
Syria,0.07
International Journal of Interdisciplinary Civic and Political Studies,0.07
International Journal of Visual Design,0.07
Vniversitas,0.07
Classica et Christiana,0.07
International Journal of Design in Society,0.07
International Journal of Interdisciplinary Organizational Studies,0.07
"International Journal of Architectonic, Spatial, and Environmental Design",0.07
Neotestamentica,0.07
Traitement du Signal,0.07
Transactions of the Japan Society for Computational Engineering and Science,0.07
International Journal of the Inclusive Museum,0.07
Esprit,0.07
Indian Journal of Geosciences,0.07
"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Germanistische Abteilung",0.07
Nashim,0.07
T'ang Studies,0.07
Theologie und Philosophie,0.07
Asian ESP Journal,0.07
World Journal of Dentistry,0.07
Cahiers des Etudes Anciennes,0.07
Oxford University Commonwealth Law Journal,0.07
Etnograficeskoe Obozrenie,0.07
International Journal of Design Education,0.07
Zeitschrift fur Religionswissenschaft,0.07
International Journal of Francophone Studies,0.07
Psychoanalytic Perspectives,0.07
Schweizerische Zeitschrift fur Religions- und Kulturgeschichte,0.07
Journal of Arthroscopy and Joint Surgery,0.07
Revista de Senologia y Patologia Mamaria,0.07
Electrum,0.07
Acta Pediatrica de Mexico,0.07
Anales del Instituto de Investigaciones Esteticas,0.07
Medecine Buccale Chirurgie Buccale,0.07
ARTMargins,0.07
Czech Yearbook of Public and Private International Law,0.07
Philippine Statistician,0.07
Asian Bioethics Review,0.07
Historicka Sociologie,0.07
Hematologic Malignancies,0.07
Advances in Race and Ethnicity in Education,0.07
Advances in Digital Education and Lifelong Learning,0.07
Hepato-Gastro et Oncologie Digestive,0.07
Mezhdunarodnye Protsessy,0.07
Infektsionnye Bolezni,0.07
Chemistry Journal of Moldova,0.07
Implantologie,0.07
Clinical and Experimental Surgery,0.07
Sovremennaya Evropa,0.07
"Proceedings of the International Astronautical Congress, IAC",0.07
ERS Monograph,0.07
International Journal of Regional and Local History,0.07
Clinical Diabetology,0.07
Comunicazioni Sociali,0.07
Revista Criminalidad,0.07
Revue d'Oncologie Hematologie Pediatrique,0.07
Advances in Industrial Control,0.07
Voprosy Detskoi Dietologii,0.07
Journal of Reviews on Global Economics,0.07
PSICOLOGIA,0.07
Quaestio Rossica,0.07
History and Sociology of South Asia,0.07
Journal of Holy Land and Palestine Studies,0.07
South Asian Journal of Business and Management Cases,0.07
Con-textos Kantianos,0.07
Journal of IMAB - Annual Proceeding (Scientific Papers),0.07
Indian Journal of Ecology,0.06
Journal of Stomatology,0.06
Exchange,0.06
Studies in Latin American Popular Culture,0.06
Hematologie,0.06
Health law in Canada,0.06
Tezhong Zhuzao Ji Youse Hejin/Special Casting and Nonferrous Alloys,0.06
Xiandai Huagong/Modern Chemical Industry,0.06
Philologus,0.06
Metal Powder Report,0.06
Bulletin of the Physical Fitness Research Institute,0.06
Canadian Aeronautics and Space Journal,0.06
Journal of Agriculture of the University of Puerto Rico,0.06
Annals of Arid Zone,0.06
"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti",0.06
Alternative and Complementary Therapies,0.06
Revista Mexicana de Oftalmologia,0.06
JK Science,0.06
Pediatriya - Zhurnal im G.N. Speranskogo,0.06
Annals of Agri Bio Research,0.06
"Journal of Mines, Metals and Fuels",0.06
Elektrotehniski Vestnik/Electrotechnical Review,0.06
Bulletin de l'Academie Veterinaire de France,0.06
Marmara Medical Journal,0.06
Societes,0.06
European Coatings Journal,0.06
State legislatures,0.06
World Pumps,0.06
U.S. Pharmacist,0.06
Actualite Chimique,0.06
Texas dental journal,0.06
Critical Care and Shock,0.06
Dialogues in Cardiovascular Medicine,0.06
TR News,0.06
Technology Review,0.06
T and D,0.06
Bulletin de l'Academie Nationale de Medecine,0.06
Journal of the American Health Information Management Association,0.06
Judicature,0.06
Philippine Journal of Nursing,0.06
Tennessee nurse / Tennessee Nurses Association,0.06
Pharmaceutical Care and Research,0.06
Medicina e historia,0.06
Phlebologie,0.06
Fogorvosi szemle,0.06
Arbeitsmedizin Sozialmedizin Umweltmedizin,0.06
Versicherungsmedizin / herausgegeben von Verband der Lebensversicherungs-Unternehmen e.V. und Verband der Privaten Krankenversicherung e.V,0.06
Environmental Forum,0.06
Reanimation,0.06
Journal of Wildlife Rehabilitation,0.06
Pracovni Lekarstvi,0.06
Japanese Journal of Crop Science,0.06
Anthropology and Archeology of Eurasia,0.06
Pulp and Paper Canada,0.06
R and D: Research and Development Kobe Steel Engineering Reports,0.06
PTB - Mitteilungen Forschen und Prufen,0.06
International Dyer,0.06
Chemical Engineering,0.06
Insight - Journal of the American Society of Ophthalmic Registered Nurses,0.06
Kronika,0.06
"Annual Technical Conference - ANTEC, Conference Proceedings",0.06
Chinese Journal of Endemiology,0.06
"Journal, Indian Academy of Clinical Medicine",0.06
Journal of Beijing Institute of Clothing Technology (Natural Science Edition),0.06
"Revista de Nefrologia, Dialisis y Transplante",0.06
Hong Kong Journal of Dermatology and Venereology,0.06
Harvard International Review,0.06
Medico-Legal Update,0.06
Chinese Journal of Infection and Chemotherapy,0.06
Praticien en Anesthesie Reanimation,0.06
Asian Dyer,0.06
Journal of the Illuminating Engineering Institute of Japan (Shomei Gakkai Shi),0.06
Uluslararasi Iliskiler,0.06
Occupational Therapy Now,0.06
Rehabilitacja Medyczna,0.06
Springer Tracts in Modern Physics,0.06
Linguistica Uralica,0.06
Lingua Posnaniensis,0.06
Studia Iranica,0.06
WIT Transactions on Engineering Sciences,0.06
Harvard Design Magazine,0.06
Studia Slavica,0.06
Slovo,0.06
Zeitschrift fur Semiotik,0.06
Fluminensia,0.06
Chasqui,0.06
Academic Questions,0.06
Critical Quarterly,0.06
Hebrew Studies,0.06
Magyar Pszichologiai Szemle,0.06
Early Music,0.06
"Paediatria Croatica, Supplement",0.06
Piel,0.06
ARQ,0.06
Frontiers of Literary Studies in China,0.06
Vacunas,0.06
International Community Law Review,0.06
Revista Brasileira de Cardiologia Invasiva,0.06
Parliamentary History,0.06
Leonardo Music Journal,0.06
Hawwa,0.06
Suvremena Psihologija,0.06
Historia,0.06
Revista Chilena de Cirugia,0.06
Malaysian Forester,0.06
International Journal of the Classical Tradition,0.06
Acta Archaeologica Academiae Scientiarum Hungaricae,0.06
Asian Case Research Journal,0.06
English Literary Renaissance,0.06
Opcion,0.06
Dickensian,0.06
Transactions of the American Philosophical Society,0.06
Callaloo,0.06
Russian Studies in Philosophy,0.06
Canadian Review of Comparative Literature,0.06
American Literary Realism,0.06
Simiolus,0.06
Dialogues d'Histoire Ancienne,0.06
Forum Italicum,0.06
Cambridge Classical Journal,0.06
Nineteenth-Century French Studies,0.06
Journal of Juristic Papyrology,0.06
Expressions Maghrebines,0.06
Oregon Historical Quarterly,0.06
American Music,0.06
Bulletin of the Comediantes,0.06
JNT-Journal of Narrative Theory,0.06
Archivio Storico Italiano,0.06
Zeitschrift fur Theologie und Kirche,0.06
Interpretation- Journal of Bible and Theology,0.06
Journal of the Early Book Society,0.06
Temps des Medias,0.06
Topique,0.06
Turk Jinekoloji ve Obstetrik Dernegi Dergisi,0.06
Tourismos,0.06
"International Journal of Energy, Environment and Economics",0.06
Acta Historica Tallinnensia,0.06
Transylvanian Review,0.06
Journal of Nepal Paediatric Society,0.06
Chinese Journal of New Drugs,0.06
Guncel Pediatri,0.06
Journal of the University of Malaya Medical Centre,0.06
Journal of Global Drug Policy and Practice,0.06
Journal of South Pacific Law,0.06
South Australian Ornithologist,0.06
Cahiers Elisabethains,0.06
LIT Literature Interpretation Theory,0.06
Dams and Reservoirs,0.06
Medicina Fluminensis,0.06
SHAW,0.06
Neurologia Argentina,0.06
Imagen Diagnostica,0.06
"Parliaments, Estates and Representation",0.06
Musica Hodie,0.06
Kemanusiaan,0.06
Prispevki za novejšo zgodovino / Inštitut za zgodovino delavskega gibanja,0.06
Questions Liturgiques,0.06
Retina Today,0.06
Adolescencia e Saude,0.06
Kunstiteaduslikke Uurimusi,0.06
Kierkegaard Studies,0.06
Industrial Pharmacy,0.06
Logos (Lithuania),0.06
Tidsskriftet FoU i Praksis,0.06
Avances en Quimica,0.06
Pakistan Journal of Medical and Health Sciences,0.06
Social Sciences and Missions,0.06
Philosophia Reformata,0.06
International Journal of Cancer Research and Prevention,0.06
Iranian Heart Journal,0.06
Revista de la Federacion Argentina de Cardiologia,0.06
Calvin Theological Journal,0.06
Calitatea Vietii,0.06
Temas Americanistas,0.06
Pediatric and Adolescent Medicine,0.06
RSC Theoretical and Computational Chemistry Series,0.06
Journal Europeen des Urgences et de Reanimation,0.06
Estudios Eclesiasticos,0.06
Bulletin Mensuel de la Societe Linneenne de Lyon,0.06
Novosti Khirurgii,0.06
Ibersid,0.06
Logos and Pneuma - Chinese Journal of Theology,0.06
China's Refractories,0.06
Studia Politica,0.06
International Journal of Organizational Diversity,0.06
International Journal of Assessment and Evaluation,0.06
International Journal of Diversity in Education,0.06
Journal of Anglican Studies,0.06
Etica e Politica,0.06
Cumhuriyet Dental Journal,0.06
Egyptian Liver Journal,0.06
Journal of Veterinary Research,0.06
Co-herencia,0.06
Didactica Slovenica - Pedagoska Obzorja,0.06
Revista Mexicana de Angiologia,0.06
Magyar Nyelv,0.06
Magyar Nyelvor,0.06
Medieval Sermon Studies,0.06
Janus.net,0.06
Rivista degli Studi Orientali,0.06
Advances in Alzheimer's Disease,0.06
Historia da Historiografia,0.06
Bilgi Dunyasi,0.06
Zeitschrift fur Katholische Theologie,0.06
Geopolitics Quarterly,0.06
Monumenta Serica,0.06
Ciudad y Territorio Estudios Territoriales,0.06
Oral and Maxillofacial Surgery Cases,0.06
De Musica Disserenda,0.06
Castilla Estudios de Literatura,0.06
Journal of family health,0.06
History of Warfare,0.06
Applied Physics,0.06
Meta,0.06
South African Journal of Radiology,0.06
Journal of the Egyptian Women's Dermatologic Society,0.06
Scientia et Fides,0.06
Endoxa,0.06
Cahiers d'Economie Politique,0.06
"News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences",0.06
Revista de Historia da Sociedade e da Cultura,0.06
Whitehall Papers,0.06
Studia Poliana,0.06
Studies About Languages,0.06
First Amendment Studies,0.06
Estudos de Literatura Brasileira Contemporanea,0.06
Varia Historia,0.06
Central European Journal of Communication,0.06
Iraqi Journal of Agricultural Sciences,0.06
Hungarian Journal of Legal Studies,0.06
Nevrologicheskii Zhurnal,0.06
Catalan Review,0.06
Chernye Metally,0.06
Iranian Journal of Plant Physiology,0.06
Memoria e Ricerca,0.06
Revista Romana de Cardiologie,0.06
Medicina e Chirurgia Della Caviglia e Del Piede,0.06
Forum for Nordic Dermato-Venerology,0.05
